MODE_OF_TRANSPORTATION,WEATHER,GEOPOLITICAL_RISKS,ROUTE_OPTIMIZATION,NO_OF_DELIVERED,CUSTUMER_RATING,EFFICIENCY,EFFICIENT,BEST OR NOT
2,1,1,4,47,1,163.27,1,0
1,4,1,2,32,7,135.33,1,0
2,2,1,3,32,6,133.86,1,0
3,1,0,7,39,4,157.58,1,0
2,1,1,10,45,9,203.99,1,0
3,2,1,6,72,8,271.99,1,0
1,2,1,6,78,5,277.15,1,0
1,1,0,8,32,6,144.4,1,0
1,3,0,2,54,6,194.74,1,0
3,3,0,1,46,5,166.2,1,0
3,4,1,1,43,6,164.17,1,0
1,3,0,7,6,3,54.14,0,0
2,2,1,10,86,10,332.4,1,1
2,1,1,6,90,9,327.81,1,0
3,3,0,4,61,5,220.56,1,0
1,1,1,5,79,10,294.04,1,0
1,1,0,3,10,5,59.28,0,0
1,1,0,3,31,8,133.44,1,0
3,3,0,6,43,3,165.08,1,0
3,1,0,1,10,2,44.72,0,0
2,3,0,9,48,8,206.03,1,0
1,2,1,7,51,2,187.89,1,0
3,3,0,4,46,2,164.52,1,0
1,4,1,10,58,3,223.69,1,0
3,2,1,3,99,10,351.63,1,0
1,2,0,2,25,5,102.57,1,0
1,2,0,6,78,1,260.39,1,0
3,1,0,1,62,10,230.4,1,0
3,4,0,10,5,6,74.15,1,0
2,3,1,10,22,9,136.55,1,0
3,3,0,1,48,8,182.98,1,0
1,4,1,7,11,6,83.43,1,0
2,2,0,1,90,2,286.22,1,0
1,2,1,3,80,7,281.29,1,0
1,1,0,7,100,4,339.58,1,1
2,3,1,7,74,9,284.53,1,1
3,4,0,3,83,1,270.67,1,0
2,4,0,2,96,9,334.44,1,0
2,4,1,7,62,4,231.4,1,1
2,1,1,1,94,2,299.73,1,0
3,4,0,7,88,2,301.43,1,1
2,2,1,2,53,4,187.1,1,0
3,1,1,4,21,3,93.02,1,0
2,2,1,4,73,5,257.12,1,0
3,4,1,6,79,8,295.15,1,0
2,3,1,9,22,8,129.95,1,0
1,2,1,10,33,8,164.07,1,0
2,3,1,10,41,4,176.03,1,0
2,2,0,3,93,8,322.8,1,0
2,2,1,8,69,8,267.86,1,1
3,2,1,10,63,2,235.41,1,1
1,4,1,2,24,6,107.59,1,0
1,2,1,1,85,8,293.93,1,0
2,2,1,5,20,10,117.98,1,0
1,2,0,2,8,7,58.39,0,0
3,3,1,6,50,6,199.4,1,0
3,1,0,1,63,1,201.2,1,0
3,2,1,7,56,2,205.21,1,0
2,4,1,2,97,2,314.84,1,0
1,2,1,6,20,4,98.41,1,0
3,3,1,2,85,3,282.28,1,0
2,4,1,2,8,3,49.64,0,0
1,2,0,5,70,5,247.53,1,0
3,4,1,5,25,9,132.63,1,0
2,1,1,2,76,7,266.29,1,0
1,3,1,2,42,1,143.04,1,0
1,2,0,7,16,7,97.65,1,0
1,4,0,4,42,6,165.55,1,0
1,3,1,5,93,8,331.18,1,0
1,2,0,6,69,3,240.37,1,0
3,1,1,5,35,6,149.06,1,0
3,2,1,10,27,7,144.59,1,0
1,3,0,10,92,6,333.66,1,1
2,3,1,8,31,3,136.21,1,0
2,3,1,6,13,4,79.39,1,0
1,2,0,2,76,4,253.01,1,0
3,3,0,1,74,6,254.34,1,0
1,2,1,8,60,9,243.15,1,0
2,3,1,6,15,5,89.01,1,0
3,4,1,5,46,6,185.31,1,0
2,2,0,7,45,7,186.34,1,0
2,2,1,5,53,3,192.58,1,0
2,3,0,4,75,1,247.41,1,0
2,1,0,1,82,7,278.95,1,0
3,2,1,1,11,10,79.83,1,0
2,4,0,2,85,10,304.8,1,0
3,2,0,4,54,6,201.99,1,0
3,2,0,6,78,9,291.25,1,0
2,1,0,7,65,4,234.99,1,1
2,1,1,3,99,10,349.51,1,0
1,3,1,4,42,6,166.98,1,0
1,2,0,8,55,6,214.87,1,0
2,3,1,10,20,1,101.87,1,0
3,4,0,8,68,10,272.69,1,1
2,1,0,5,72,5,253.67,1,0
3,4,1,3,60,2,207.23,1,0
2,2,1,10,29,10,160.26,1,0
2,4,0,7,48,9,204.58,1,0
3,1,0,4,62,5,221.56,1,0
1,2,1,8,36,2,145.61,1,0
3,1,0,2,97,9,335.54,1,0
2,3,1,2,32,4,124.69,1,0
1,1,0,3,4,10,59.06,0,0
1,1,0,6,72,10,273.48,1,0
1,1,1,8,59,8,235.54,1,0
2,3,1,9,23,2,111.49,1,0
1,1,0,4,49,6,183.66,1,0
1,3,1,5,52,6,200.2,1,0
1,1,1,5,10,10,85.66,1,0
2,3,0,9,2,6,59.95,0,0
2,2,1,1,28,6,115.74,1,0
2,3,0,2,9,6,59.95,0,0
2,3,0,5,31,7,139.03,1,0
2,3,0,6,98,2,326.49,1,0
3,1,1,10,54,5,217.96,1,0
3,4,0,4,68,7,249.87,1,0
1,2,1,10,52,3,203.55,1,0
1,3,1,9,83,7,309.48,1,1
2,3,0,3,46,8,181.87,1,0
1,2,0,10,15,3,89.37,1,0
1,2,0,1,4,7,43.29,0,0
3,3,1,1,65,2,215.28,1,0
1,1,0,3,68,1,220.12,1,0
3,2,0,8,92,5,325.25,1,1
3,1,1,4,70,3,241,1,0
1,2,0,6,87,2,291.15,1,0
2,2,1,9,89,8,331.28,1,1
2,3,0,10,56,7,229.63,1,0
2,3,1,7,5,6,65.41,0,0
2,1,0,4,25,10,126.61,1,0
3,3,1,7,21,2,100.52,1,0
1,1,0,6,77,10,288.58,1,0
1,2,1,9,33,2,139.57,1,0
3,3,0,5,23,2,98.08,1,0
2,4,1,3,98,5,331.62,1,0
2,2,1,5,45,8,186.32,1,0
1,1,0,7,81,1,271.46,1,1
2,4,0,8,64,3,234.44,1,1
1,2,0,1,59,1,187.91,1,0
1,3,0,1,64,9,232.66,1,0
1,3,0,7,41,4,163.42,1,0
2,2,1,10,52,10,229.72,1,0
3,1,1,10,55,8,231.72,1,0
3,3,1,7,43,9,192.02,1,0
1,1,0,2,62,9,227.62,1,0
2,1,1,10,97,2,335.97,1,1
3,3,0,7,89,7,321.34,1,1
3,4,0,9,15,7,104.91,1,0
2,3,1,2,13,2,60.15,0,0
1,4,1,4,38,2,141.59,1,0
1,1,0,5,51,4,185.56,1,0
1,1,1,1,14,4,64.18,0,0
3,2,1,3,32,7,138.55,1,0
2,2,1,9,51,7,212.94,1,0
3,2,0,7,89,7,320.33,1,1
2,1,1,2,55,1,181.39,1,0
1,4,0,7,53,4,200.67,1,0
2,2,0,2,78,3,256.58,1,0
1,1,0,1,39,5,140.82,1,0
1,3,0,3,85,8,298.54,1,0
2,3,1,10,44,3,181.51,1,0
2,4,0,8,4,9,74.72,1,0
3,1,1,9,15,4,93.58,1,0
3,3,1,4,61,2,212.26,1,0
1,2,0,6,55,9,219.57,1,0
1,1,1,3,97,2,313.72,1,0
2,4,1,3,71,5,250.08,1,0
2,1,0,8,62,5,232.53,1,1
3,3,0,10,54,2,206.8,1,0
3,4,0,2,22,7,104.91,1,0
2,2,0,7,96,2,322.46,1,1
1,3,0,7,56,10,230.2,1,0
3,1,0,4,58,10,227.38,1,0
1,2,1,6,92,9,333.75,1,0
1,3,0,9,55,2,204.58,1,0
3,1,0,10,76,2,271.22,1,1
3,4,1,8,63,6,245.71,1,1
3,4,1,1,68,7,243.25,1,0
1,4,0,10,60,8,245.19,1,0
1,1,0,3,45,1,150.66,1,0
1,2,0,1,86,6,287.35,1,0
3,3,1,8,22,9,131.62,1,0
2,3,1,7,69,10,273.01,1,1
2,1,1,2,73,2,239.33,1,0
3,3,1,5,62,8,239.78,1,0
2,2,0,6,73,10,278.62,1,0
2,4,0,8,39,4,162.52,1,0
2,3,1,5,80,10,300.19,1,0
1,1,0,2,47,7,175.16,1,0
3,1,1,3,60,4,211.36,1,0
3,2,0,7,33,3,136.89,1,0
2,1,1,9,69,1,244.81,1,1
3,2,1,7,20,10,125.13,1,0
2,4,0,10,75,4,277.28,1,1
3,4,0,1,62,6,219.11,1,0
3,2,1,3,18,1,74.79,1,0
1,4,0,1,17,7,84.57,1,0
1,4,1,10,24,8,138.91,1,0
2,3,0,4,13,7,81.65,1,0
1,3,0,8,58,9,235.68,1,0
1,4,1,10,41,1,165.19,1,0
1,3,1,1,80,5,269.1,1,0
3,2,0,4,54,1,184.09,1,0
3,4,1,6,42,6,176.25,1,0
1,2,1,7,88,4,306.79,1,1
3,2,0,4,23,4,101.21,1,0
3,1,1,10,98,2,340.1,1,1
2,1,0,8,14,4,83.99,1,0
3,3,0,2,91,3,297.96,1,0
3,2,0,10,16,1,87.45,1,0
3,3,1,3,64,2,218.3,1,0
2,4,0,3,13,5,72.48,1,0
2,3,1,9,16,4,97.51,1,0
3,3,0,6,4,5,54.46,0,0
2,4,0,4,93,4,313.52,1,0
1,1,0,9,100,5,349.2,1,1
2,2,1,1,22,9,108.36,1,0
3,2,1,6,62,5,231.05,1,0
1,3,0,1,9,7,59.4,0,0
2,2,1,6,23,8,122.9,1,0
1,1,0,2,94,8,320.68,1,0
1,3,0,7,92,5,321.02,1,1
3,3,1,2,6,1,36.54,0,0
3,1,0,5,100,5,339.34,1,0
2,2,1,5,18,1,79.72,1,0
1,1,0,4,72,8,260.28,1,0
1,1,0,2,1,8,39.82,0,0
1,3,1,8,16,6,100.54,1,0
3,4,0,5,36,3,141.93,1,0
1,4,1,6,76,5,273.13,1,0
3,1,1,10,45,9,205.1,1,0
1,4,1,3,27,4,112.51,1,0
3,3,0,5,28,10,141.82,1,0
2,2,0,5,32,6,137.46,1,0
2,1,0,10,29,10,156.81,1,0
3,1,1,10,100,7,364.04,1,1
3,1,1,4,1,1,25.46,0,0
3,1,1,10,72,8,283.06,1,1
3,2,0,3,45,1,153.89,1,0
3,2,0,6,40,9,176.49,1,0
3,2,1,9,25,4,124.79,1,0
1,2,1,7,94,2,317.75,1,1
1,2,1,4,57,4,204.11,1,0
1,1,1,4,40,7,162.5,1,0
2,4,1,4,98,9,348.96,1,0
3,2,1,8,35,9,169.87,1,0
1,3,1,10,60,10,253.78,1,0
1,1,0,7,20,9,115.88,1,0
1,4,1,3,32,3,124.03,1,0
2,2,0,1,33,2,114.08,1,0
1,1,1,2,3,1,23.24,0,0
3,2,0,6,26,5,119.89,1,0
3,1,1,5,2,10,63.72,0,0
1,2,0,1,88,4,286.23,1,0
1,2,0,1,43,7,161.07,1,0
2,4,0,7,20,1,91.38,1,0
3,1,1,5,11,5,73,1,0
3,2,0,7,75,2,260.15,1,1
2,2,0,6,60,7,228.62,1,0
2,4,1,8,25,6,129.84,1,0
2,1,0,7,1,8,56.03,0,0
3,3,0,3,53,9,207.7,1,0
1,3,0,1,33,8,135.46,1,0
3,1,0,1,7,7,53.56,0,0
3,1,1,1,91,7,309.68,1,0
1,1,1,6,85,6,300.86,1,0
1,3,1,7,58,7,227.94,1,0
1,1,1,5,11,2,60.04,0,0
1,1,1,3,82,4,275.58,1,0
1,1,0,2,46,9,179.3,1,0
2,4,0,5,41,4,159.5,1,0
2,3,1,4,83,4,284.75,1,0
1,2,1,3,69,1,226.59,1,0
2,1,0,1,13,5,63.41,0,0
1,1,1,9,63,3,232.74,1,1
2,4,0,3,60,10,232.32,1,0
2,1,0,9,87,6,314.63,1,1
2,3,1,10,12,2,81.29,1,0
1,3,1,2,17,7,89.02,1,0
2,4,1,3,29,9,137.56,1,0
3,3,0,1,59,6,209.04,1,0
2,1,1,4,31,3,122.11,1,0
1,4,0,9,65,7,253.69,1,1
1,4,1,5,98,2,325.81,1,0
3,3,0,9,74,5,274.92,1,1
1,3,1,1,34,4,126.6,1,0
1,3,1,4,48,6,185.1,1,0
2,2,0,6,5,7,62.52,0,0
3,4,0,4,52,3,187.23,1,0
1,1,1,5,88,2,292.58,1,0
1,3,1,10,8,9,93.16,1,0
3,4,0,8,93,8,341.03,1,1
2,1,0,7,22,2,97.97,1,0
3,2,0,5,22,3,97.63,1,0
1,4,0,9,67,1,238.25,1,1
1,4,0,7,44,1,162.75,1,0
2,2,0,6,57,3,205.24,1,0
1,4,1,3,14,10,94.73,1,0
2,3,0,5,93,4,315.53,1,0
2,4,1,6,69,3,245.94,1,0
2,1,1,2,91,3,297.27,1,0
1,4,1,7,99,9,359.93,1,1
3,4,0,2,89,8,310.83,1,0
1,4,0,6,67,6,247.09,1,0
1,2,1,5,57,3,203.55,1,0
3,2,0,4,46,6,177.83,1,0
1,3,1,4,85,10,311.16,1,0
2,2,0,4,86,4,290.36,1,0
1,3,1,3,91,9,322.68,1,0
2,2,0,6,48,8,195.96,1,0
3,2,1,9,41,10,194.59,1,0
3,3,0,7,74,6,272.46,1,1
3,2,0,7,32,9,155.35,1,0
2,4,1,2,30,8,133.98,1,0
3,4,1,7,19,7,113.39,1,0
1,2,0,8,30,10,153.69,1,0
1,1,0,7,29,8,139.48,1,0
3,1,0,3,37,10,160.94,1,0
3,1,0,1,95,3,305,1,0
3,1,1,9,91,2,315.94,1,1
1,1,1,8,90,4,314.84,1,1
3,2,0,8,26,9,140.25,1,0
3,4,0,6,37,1,140.81,1,0
3,2,1,10,79,2,283.73,1,1
1,1,0,5,99,9,348.42,1,0
3,2,1,10,42,5,182.73,1,0
3,4,1,1,34,1,119.09,1,0
3,4,1,7,84,2,291.79,1,1
3,4,0,7,67,5,248.75,1,1
3,2,1,7,56,8,226.69,1,0
1,1,1,5,80,6,282.74,1,0
1,1,1,4,62,1,207.46,1,0
3,1,1,6,89,10,329.48,1,0
3,4,0,3,56,5,203.45,1,0
1,3,0,4,66,6,237.02,1,0
1,4,1,2,51,8,196.29,1,0
2,1,0,5,35,2,131.19,1,0
1,2,1,4,86,1,280.95,1,0
3,1,0,10,50,2,192.7,1,0
1,3,0,3,53,3,184,1,0
3,1,0,9,15,6,98.3,1,0
3,4,1,2,13,4,69.43,0,0
3,2,1,6,18,8,108.91,1,0
2,1,1,2,81,2,263.49,1,0
3,2,0,9,62,4,234.09,1,1
1,1,0,1,77,7,262.74,1,0
1,3,1,3,76,1,248.74,1,0
2,1,1,5,79,2,266.51,1,0
2,1,1,8,57,5,219.87,1,0
1,4,0,6,50,7,199.33,1,0
1,3,1,1,89,3,289.12,1,0
3,2,0,4,57,10,225.37,1,0
3,4,1,10,66,2,246.49,1,1
3,1,0,2,25,8,114.52,1,0
3,1,0,7,70,6,258.36,1,1
3,2,0,2,83,8,290.69,1,0
1,2,1,4,50,5,186.55,1,0
2,1,0,2,92,6,308.59,1,0
1,4,0,9,42,2,166.33,1,0
1,3,1,5,78,9,289.46,1,0
1,4,1,8,41,2,162.73,1,0
1,2,1,7,71,3,251.87,1,1
1,1,1,3,82,7,286.32,1,0
3,2,1,7,54,8,220.65,1,0
2,2,0,6,26,9,133.1,1,0
2,4,0,1,59,7,212.52,1,0
1,3,1,5,49,2,176.82,1,0
2,1,0,2,5,9,56.59,0,0
2,1,0,2,83,10,295.73,1,0
2,1,0,9,53,1,194.05,1,0
3,4,1,6,89,3,307.45,1,0
1,3,1,5,1,8,53.34,0,0
3,4,1,6,66,2,234.41,1,0
1,1,0,3,2,10,53.02,0,0
2,1,0,3,56,3,192.15,1,0
3,2,0,10,54,1,202.21,1,0
1,3,1,6,84,5,296.28,1,0
1,3,1,5,41,8,174.14,1,0
2,3,0,2,55,1,180.97,1,0
3,3,0,4,57,8,219.22,1,0
1,2,0,5,11,7,76.51,1,0
3,1,1,2,57,5,202.86,1,0
3,2,1,3,97,3,320.53,1,0
1,2,0,4,38,4,144.29,1,0
2,3,1,6,30,1,119.99,1,0
3,3,1,5,5,10,74.8,1,0
3,2,0,4,71,6,253.33,1,0
1,4,1,8,6,6,71.35,1,0
3,4,1,9,21,6,121.89,1,0
2,3,0,4,45,9,185.45,1,0
1,2,1,10,83,5,304.33,1,1
3,3,1,5,76,5,271.32,1,0
2,4,0,8,65,5,244.62,1,1
2,2,0,7,62,2,219.78,1,1
1,1,0,1,36,2,121.02,1,0
2,4,1,1,33,4,125.7,1,0
1,4,1,3,12,3,63.63,0,0
1,3,1,2,5,10,63.52,0,0
1,2,1,4,11,3,61.61,0,0
3,3,0,9,67,5,253.78,1,1
3,4,0,9,39,8,180.97,1,0
3,2,1,8,63,5,240.11,1,1
3,4,0,1,68,5,233.65,1,0
3,2,1,5,29,7,135.53,1,0
1,1,0,1,79,1,247.3,1,0
1,3,0,10,66,7,258.72,1,1
2,2,1,4,57,1,194.48,1,0
3,1,1,5,81,5,284.4,1,0
1,4,1,6,48,3,181.41,1,0
1,4,1,9,54,5,215.75,1,0
3,3,0,10,63,5,244.72,1,1
3,4,1,10,48,6,206.45,1,0
3,3,0,9,73,4,268.32,1,1
1,2,0,5,4,10,66.11,0,0
2,2,1,1,2,8,44.38,0,0
1,3,0,9,40,7,177.18,1,0
1,4,1,10,86,9,329.73,1,1
1,1,0,3,63,6,222.92,1,0
2,4,0,5,4,1,37.02,0,0
3,1,0,6,31,2,123.24,1,0
2,2,1,8,23,8,128.94,1,0
3,2,0,4,23,10,122.69,1,0
2,2,1,7,87,8,319.2,1,1
3,2,1,8,96,7,346.93,1,1
2,1,0,3,52,2,176.49,1,0
3,3,0,2,87,7,300.2,1,0
2,2,1,5,25,3,108.02,1,0
3,1,1,3,98,5,329.7,1,0
1,3,0,8,17,5,97.54,1,0
3,3,0,3,71,2,237,1,0
2,3,0,5,93,7,326.27,1,0
1,2,1,6,82,4,285.65,1,0
1,1,0,6,43,1,153.68,1,0
1,2,1,8,45,10,201.43,1,0
3,4,0,3,27,3,108.71,1,0
1,4,0,10,43,1,168.79,1,0
3,4,0,5,88,6,309.71,1,0
2,2,1,4,38,5,151.42,1,0
2,3,1,7,99,5,345.71,1,1
2,3,1,5,50,1,177.37,1,0
3,2,1,6,44,9,191.01,1,0
1,3,1,6,73,7,270.22,1,0
2,4,1,7,47,2,178.94,1,0
1,1,1,3,16,2,69.1,0,0
1,1,1,1,9,3,45.5,0,0
1,4,1,8,39,2,156.69,1,0
1,4,0,8,74,7,277.85,1,1
2,1,0,6,96,1,314.85,1,0
2,4,1,8,80,1,278.04,1,1
3,4,1,6,53,7,213.05,1,0
3,3,0,1,86,7,294.16,1,0
3,4,1,5,31,3,129.27,1,0
2,2,0,5,27,5,118.78,1,0
2,2,1,8,10,9,93.26,1,0
3,1,1,4,16,4,81.5,1,0
1,4,1,4,22,8,114.75,1,0
2,3,1,9,99,1,337.43,1,1
2,1,1,1,54,6,193.25,1,0
2,1,0,6,42,6,169.67,1,0
3,4,1,1,46,3,162.49,1,0
3,4,1,10,65,6,257.79,1,1
3,1,0,1,56,5,194.38,1,0
3,4,1,10,77,10,308.35,1,1
2,1,0,10,57,8,234.21,1,0
3,1,0,3,87,5,294.04,1,0
1,3,0,3,73,10,269.46,1,0
2,3,0,7,27,10,143.73,1,0
3,2,1,2,2,2,27.03,0,0
2,2,1,3,99,8,343.36,1,0
2,2,1,7,3,8,65.52,0,0
2,1,1,7,74,2,257.45,1,1
1,2,0,7,10,9,86.69,1,0
2,1,0,6,47,1,166.87,1,0
1,1,0,6,4,4,46.64,0,0
3,4,1,1,25,10,124.13,1,0
3,3,0,6,9,7,76.72,1,0
1,3,1,5,91,8,325.14,1,0
3,3,0,3,20,1,79.4,1,0
2,4,1,7,27,3,122.12,1,0
2,3,0,7,77,2,266.09,1,1
1,3,1,9,45,6,191.14,1,0
1,4,0,2,84,7,289.93,1,0
3,4,1,9,29,8,153.21,1,0
1,2,1,3,74,10,273.91,1,0
3,2,0,5,39,9,170.45,1,0
1,3,0,2,93,2,298.2,1,0
3,3,1,5,73,10,280.16,1,0
1,4,1,9,2,7,65.87,0,0
1,1,1,9,18,6,107.58,1,0
2,2,0,4,3,5,43.28,0,0
2,2,0,5,17,7,95.74,1,0
2,1,0,7,55,2,197.63,1,0
1,3,0,2,36,2,126.06,1,0
3,3,0,8,85,1,290.8,1,1
3,3,0,6,45,10,196.18,1,0
1,1,1,9,22,3,108.92,1,0
1,1,0,6,10,2,57.6,0,0
3,1,1,9,12,2,77.36,1,0
3,1,0,7,30,7,141.14,1,0
2,3,1,1,38,2,132.63,1,0
3,3,0,1,28,3,104.68,1,0
1,4,0,10,79,4,288.25,1,1
3,4,0,6,20,10,121.69,1,0
1,3,0,10,33,4,148.32,1,0
3,2,1,9,92,7,337.87,1,1
1,4,0,2,60,1,195.97,1,0
2,1,0,9,39,10,183.99,1,0
3,1,0,8,81,10,308.92,1,1
1,4,1,10,42,3,175.37,1,0
2,1,0,6,7,5,60.39,0,0
2,4,1,4,27,8,130.96,1,0
3,3,0,1,68,9,246.96,1,0
1,1,0,1,27,3,97.42,1,0
1,2,0,1,16,6,75.95,1,0
2,3,1,3,56,2,193.03,1,0
3,1,1,4,3,2,35.08,0,0
2,3,0,6,83,6,295.51,1,0
2,1,1,3,87,3,288.21,1,0
2,1,1,4,93,1,302.19,1,0
1,3,0,7,65,3,232.32,1,1
2,1,1,8,49,8,206.45,1,0
3,3,0,4,51,6,193.94,1,0
3,3,0,1,64,2,209.82,1,0
3,1,1,1,99,8,337.42,1,0
1,1,1,4,62,3,214.62,1,0
3,2,1,9,34,1,141.23,1,0
2,4,0,1,94,9,325.38,1,0
1,4,1,8,32,8,157.03,1,0
3,1,1,1,87,4,286.86,1,0
2,2,1,2,41,1,140.12,1,0
2,3,0,2,3,5,38.25,0,0
1,1,0,5,79,5,273.7,1,0
2,1,1,3,8,1,42.47,0,0
1,3,1,9,92,3,322.34,1,1
3,1,1,7,7,4,63.38,0,0
1,2,0,9,52,8,215.99,1,0
3,2,0,2,88,6,298.63,1,0
1,2,0,7,68,2,236.79,1,1
2,3,1,10,98,4,348.17,1,1
3,3,1,10,94,2,330.04,1,1
1,2,1,8,58,8,233.53,1,0
3,2,0,3,100,9,348.63,1,0
3,4,1,5,69,2,240.45,1,0
3,3,1,2,67,7,242.24,1,0
3,4,0,3,2,4,36.79,0,0
1,1,1,5,28,1,107.8,1,0
2,2,1,3,53,10,211.6,1,0
2,3,0,10,82,6,304.57,1,1
1,1,1,3,93,7,319.54,1,0
3,4,0,8,77,8,292.71,1,1
1,4,1,2,12,1,53.45,0,0
1,2,0,9,55,6,217.89,1,0
2,3,1,3,29,5,122.23,1,0
2,1,1,10,53,6,217.41,1,0
3,2,0,8,14,6,93.27,1,0
1,1,1,7,36,9,166.64,1,0
1,3,0,8,60,8,238.14,1,0
2,1,1,7,100,3,339.55,1,1
2,4,1,2,31,6,129.84,1,0
2,4,1,9,63,5,244.04,1,1
2,1,0,1,82,5,271.79,1,0
2,3,0,6,45,3,170.01,1,0
1,2,0,10,86,4,307.37,1,1
1,4,1,9,2,7,65.87,0,0
3,1,1,1,11,8,71.66,1,0
3,3,0,7,11,10,96.52,1,0
3,1,0,7,11,4,73.02,1,0
1,3,1,10,80,6,299.86,1,1
1,4,1,10,38,10,188.35,1,0
1,1,1,9,20,3,102.88,1,0
1,4,1,2,74,8,265.75,1,0
1,3,1,10,8,7,86,1,0
3,1,0,2,31,3,114.74,1,0
1,3,0,1,8,2,38.48,0,0
3,1,0,6,38,9,169.44,1,0
2,3,0,5,20,7,105.81,1,0
3,4,0,5,47,7,189.47,1,0
3,4,0,4,41,6,164.75,1,0
1,3,1,1,17,6,82.42,1,0
1,2,0,9,4,1,45.97,0,0
3,4,1,2,97,9,341.01,1,0
2,3,0,4,29,10,140.71,1,0
2,2,0,6,12,4,72.92,1,0
3,4,0,5,74,10,281.75,1,0
1,1,1,6,69,8,259.7,1,0
2,4,1,3,87,7,305.56,1,0
3,4,0,2,58,9,220.79,1,0
3,2,0,7,99,8,354.11,1,1
3,4,0,5,54,7,210.61,1,0
2,4,1,1,3,8,49.42,0,0
2,2,0,7,89,4,308.48,1,1
3,2,0,8,80,9,303.33,1,1
3,3,0,6,32,2,128.28,1,0
3,3,0,5,52,2,185.66,1,0
2,4,1,4,24,5,111.16,1,0
1,3,1,4,29,4,120.56,1,0
3,3,1,7,17,7,106.34,1,0
1,1,1,6,59,3,211.6,1,0
2,2,0,7,62,10,248.42,1,1
2,3,1,1,42,9,169.77,1,0
2,4,0,8,9,9,89.82,1,0
1,4,1,8,87,6,315.97,1,1
2,2,0,3,83,6,285.44,1,0
1,2,0,1,11,6,60.85,0,0
2,3,1,3,33,7,141.47,1,0
1,2,1,9,6,10,86.67,1,0
2,4,0,4,73,2,245.96,1,0
2,2,1,2,61,10,232.74,1,0
2,2,1,9,57,1,209.58,1,0
2,3,1,7,71,1,246.83,1,1
3,3,1,10,45,7,199.96,1,0
1,1,1,2,92,1,292.02,1,0
1,2,1,7,36,8,164.07,1,0
3,1,1,4,18,2,80.38,1,0
3,3,1,7,5,7,70.1,1,0
2,1,1,3,93,2,302.75,1,0
3,1,0,2,20,6,92.26,1,0
1,4,0,2,33,10,146.65,1,0
1,1,1,4,80,9,290.46,1,0
2,3,0,4,93,6,319.67,1,0
1,1,1,5,7,2,47.96,0,0
1,1,0,9,32,8,154.58,1,0
3,1,0,5,6,9,69.78,0,0
2,4,0,8,61,9,246.86,1,1
2,2,0,5,22,9,118,1,0
3,1,0,8,70,2,247.06,1,1
1,1,0,6,95,2,314.3,1,0
2,3,0,8,75,2,263.07,1,1
3,4,1,9,52,4,208.35,1,0
1,2,0,1,83,7,281.87,1,0
1,4,1,10,69,1,249.75,1,1
1,3,1,6,49,6,194.16,1,0
1,2,1,5,85,1,280.95,1,0
1,4,1,7,45,10,200.43,1,0
3,2,0,10,72,4,267.31,1,1
1,4,1,9,4,1,50.43,0,0
2,1,0,4,34,6,139.47,1,0
2,2,0,9,39,2,156.36,1,0
2,2,0,4,46,2,162.4,1,0
1,2,1,6,37,1,139.01,1,0
1,3,1,10,76,5,284.2,1,1
1,3,0,6,19,8,108.28,1,0
1,4,0,1,78,7,268.79,1,0
1,4,0,4,78,6,274.27,1,0
3,3,1,7,19,3,98.06,1,0
2,4,1,5,70,5,253.1,1,0
1,1,0,1,58,1,183.88,1,0
3,3,1,8,22,2,106.56,1,0
2,1,0,5,48,7,188.35,1,0
2,2,0,5,47,1,164.86,1,0
1,1,0,10,97,5,343.16,1,1
2,3,1,6,14,3,78.83,1,0
3,4,1,9,60,4,232.51,1,0
2,3,1,4,36,7,153.55,1,0
1,2,0,9,58,9,237.69,1,0
1,2,1,1,84,5,280.17,1,0
1,4,1,8,20,9,124.37,1,0
1,4,1,7,38,6,164.97,1,0
1,3,1,6,69,10,268.88,1,0
3,4,0,1,67,7,237.79,1,0
2,4,1,5,56,3,203.66,1,0
3,3,1,1,80,2,260.58,1,0
2,1,1,5,64,8,242.69,1,0
3,2,1,9,48,7,204.99,1,0
1,2,1,2,46,4,164.85,1,0
1,4,1,6,30,1,119.89,1,0
2,4,1,10,77,4,285.76,1,1
3,3,1,9,3,8,73.68,1,0
2,1,0,6,100,9,355.57,1,0
1,4,0,4,6,10,71.15,1,0
3,1,1,6,91,8,328.36,1,0
2,1,0,4,65,2,218.77,1,0
3,3,1,4,39,2,145.82,1,0
1,4,1,9,51,3,199.53,1,0
2,4,1,1,86,2,278.6,1,0
2,4,0,10,76,2,273.14,1,1
3,1,0,1,1,6,31.86,0,0
1,2,0,8,59,9,237.69,1,0
2,1,0,10,28,1,121.57,1,0
3,2,1,4,13,4,73.45,1,0
2,1,1,4,69,3,236.87,1,0
3,1,0,2,39,5,146.06,1,0
1,2,0,8,66,4,240.93,1,1
1,2,1,8,7,4,65.19,0,0
2,2,0,8,98,5,342.26,1,1
3,3,0,9,26,5,129.96,1,0
3,4,0,6,39,10,179.07,1,0
2,1,1,4,78,2,260.47,1,0
2,4,1,2,10,4,59.26,0,0
1,1,1,5,94,8,332.18,1,0
1,2,0,4,77,1,251.33,1,0
3,3,1,10,86,3,309.46,1,1
2,4,1,1,1,3,25.48,0,0
1,1,1,9,75,8,286.88,1,1
3,4,0,10,60,8,247.41,1,0
